coding_problem_id,llm_answer_id,candidate_word_count,ai_word_count,shared_tokens,candidate_seq,ai_generated_seq
source_code_023,4_00,26,136,13,"[125, 334, 28, 830, 15, 17, 153, 61, 153, 56, 153, 61, 177, 61, 111, 23, 17, 6, 1494, 1265, 111, 153, 94, 3, 153, 723]","[162, 138, 162, 138, 725, 917, 79, 41, 2693, 43, 18, 1858, 14, 1209, 694, 23, 9, 15, 79, 125, 334, 830, 15, 136, 162, 153, 13, 513, 610, 694, 153, 61, 1496, 56, 153, 61, 1140, 123, 202, 21, 15, 177, 61, 371, 23, 136, 1096, 371, 1140, 14, 610, 694, 20, 2305, 1097, 13, 153, 247, 10, 10, 247, 10, 10, 247, 10, 10, 1496, 146, 371, 327, 1140, 14, 863, 694, 247, 10, 10, 6, 1496, 2063, 122, 61, 610, 610, 10, 10, 4, 64, 327, 247, 10, 10, 6, 1496, 2063, 122, 610, 610, 10, 10, 4, 64, 327, 247, 10, 10, 6, 1496, 2063, 122, 610, 610, 10, 10, 4, 64, 327, 6, 512, 192, 144, 610, 694, 141, 23, 2, 153, 470, 2694, 28, 53, 1209, 4, 1496, 94, 3]"
source_code_023,4_01,26,172,13,"[125, 334, 28, 830, 15, 17, 153, 61, 153, 56, 153, 61, 177, 61, 111, 23, 17, 6, 1494, 1265, 111, 153, 94, 3, 153, 723]","[162, 138, 162, 138, 725, 917, 79, 41, 2695, 79, 334, 830, 15, 17, 131, 9, 153, 13, 1195, 610, 694, 153, 61, 153, 56, 153, 61, 14, 19, 7, 3, 7, 17, 24, 7, 61, 111, 17, 7, 6, 2, 171, 61, 28, 67, 610, 918, 146, 154, 13, 2, 153, 6, 111, 10, 10, 111, 10, 10, 111, 10, 10, 153, 146, 111, 6, 2, 171, 61, 28, 9, 863, 918, 57, 6, 111, 10, 10, 111, 10, 10, 111, 10, 10, 6, 2, 153, 28, 290, 2, 694, 192, 53, 1209, 6, 153, 94, 3, 4, 64, 6, 2, 171, 863, 918, 834, 53, 2696, 13, 2, 286, 610, 918, 2, 694, 192, 53, 1209, 6, 111, 10, 10, 153, 1792, 10, 10, 111, 10, 10, 153, 1792, 10, 10, 111, 10, 10, 153, 1792, 10, 10, 4, 64, 258, 2, 286, 610, 918, 22, 2, 153, 153, 723, 6, 2, 153, 28, 53, 290, 512, 28, 67, 610, 918, 859, 9, 1413, 863, 918, 4, 153, 94, 3]"
source_code_024,3.5-turbo_00,25,15,8,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[18, 695, 17, 6, 17, 4, 58, 8, 2306, 149, 4, 17, 265, 2306, 58]"
source_code_024,3.5-turbo_01,25,8,7,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[18, 695, 36, 4, 36, 265, 149, 58]"
source_code_024,4-turbo_00,25,17,6,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[18, 695, 1141, 162, 9, 1214, 2064, 13, 258, 144, 204, 726, 4, 1141, 265, 149, 58]"
source_code_024,4-turbo_01,25,17,5,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[18, 695, 1141, 66, 2065, 13, 258, 726, 20, 4, 376, 40, 179, 4, 1141, 265, 149]"
source_code_024,4_00,25,84,13,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[18, 13, 2697, 204, 726, 859, 162, 2698, 693, 2699, 18, 695, 1141, 131, 9, 1214, 2064, 62, 666, 103, 204, 726, 8, 2066, 2700, 66, 2, 265, 659, 50, 1137, 2066, 13, 265, 103, 204, 726, 50, 58, 2701, 2702, 1097, 22, 2, 17, 15, 20, 916, 2, 40, 179, 4, 1141, 265, 2066, 58, 268, 412, 2703, 1132, 1137, 2704, 18, 50, 2, 253, 15, 161, 26, 27, 695, 10, 59, 226, 869, 411, 869, 59, 10, 824, 29, 1891, 411, 10]"
source_code_024,4_01,25,52,5,"[18, 695, 36, 4, 36, 265, 149, 58, 8, 17, 10, 59, 226, 869, 411, 869, 59, 10, 8, 29, 695, 17, 85, 42, 29]","[2232, 9, 18, 62, 517, 9, 15, 99, 9, 2249, 18, 695, 36, 66, 2, 265, 659, 50, 9, 1214, 2064, 13, 2307, 204, 726, 20, 265, 1097, 50, 67, 290, 15, 26, 2308, 36, 265, 2033, 4, 2, 2705, 15, 608, 68, 92, 2, 587, 15, 859, 204, 726, 4, 2308]"
source_code_025,3.5-turbo_00,37,51,7,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 836, 837, 838, 8, 2067, 36, 36, 265, 9, 450, 2033, 58, 486, 8, 1497, 2067, 837, 126, 58, 184, 424, 58, 8, 1498, 2067, 838, 126, 58, 184, 424, 58, 4, 1497, 1498, 155, 439, 85, 42, 836, 2309, 2310, 29, 109, 85, 42, 836, 860, 2311, 29, 64]"
source_code_025,3.5-turbo_01,37,52,7,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 836, 837, 838, 8, 1199, 36, 36, 265, 9, 556, 450, 149, 58, 486, 8, 1497, 1199, 837, 126, 58, 184, 424, 58, 8, 1498, 1199, 838, 126, 58, 184, 424, 58, 4, 1497, 1498, 155, 439, 85, 42, 836, 2309, 2310, 29, 109, 85, 42, 836, 860, 2311, 29, 64]"
source_code_025,4-turbo_00,37,70,10,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 836, 837, 838, 1327, 2, 634, 258, 314, 2068, 221, 422, 13, 825, 8, 1327, 36, 36, 486, 265, 9, 450, 149, 58, 837, 1327, 837, 838, 1327, 838, 175, 6, 2069, 192, 615, 6, 837, 24, 838, 24, 4, 64, 184, 2, 2312, 21, 1127, 634, 8, 1497, 837, 126, 58, 184, 424, 58, 8, 1498, 838, 126, 58, 184, 424, 58, 708, 520, 634, 4, 1497, 1498]"
source_code_025,4-turbo_01,37,51,5,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 836, 837, 838, 18, 13, 1267, 634, 183, 1859, 314, 2068, 221, 2029, 13, 825, 20, 1098, 2, 2312, 8, 2070, 36, 4, 36, 486, 265, 9, 450, 149, 126, 184, 424, 1267, 1127, 634, 8, 2313, 2070, 837, 8, 2314, 2070, 838, 708, 2, 2315, 634, 4, 2313, 2314]"
source_code_025,4_00,37,111,11,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 836, 837, 838, 258, 1194, 20, 422, 13, 1198, 247, 26, 1499, 837, 265, 136, 149, 58, 486, 26, 1794, 838, 265, 136, 149, 58, 486, 175, 6, 2069, 192, 2, 1086, 6, 1499, 24, 1794, 24, 4, 64, 131, 392, 246, 278, 26, 1795, 26, 1892, 858, 2, 392, 246, 278, 14, 26, 7, 3, 7, 1499, 24, 7, 6, 9, 556, 450, 155, 1499, 7, 1795, 1499, 7, 1795, 1499, 7, 3, 5, 6, 9, 556, 450, 155, 1794, 7, 1892, 1794, 7, 1892, 1794, 7, 3, 5, 175, 6, 392, 2706, 192, 2707, 14, 26, 33, 23, 1795, 6, 1795, 33, 1892, 33, 4, 64, 4, 109]"
source_code_025,4_01,37,106,11,"[18, 836, 978, 979, 8, 980, 978, 126, 58, 8, 566, 979, 126, 58, 14, 26, 111, 21, 980, 8, 727, 566, 266, 111, 6, 727, 5, 4, 64, 566, 1215, 727, 5, 4, 566, 24, 3]","[18, 2708, 837, 838, 5, 258, 144, 314, 2068, 202, 20, 422, 13, 1198, 247, 26, 2071, 837, 265, 9, 556, 450, 149, 58, 486, 26, 2072, 838, 265, 9, 556, 450, 149, 58, 486, 16, 6, 2069, 192, 53, 855, 2316, 2317, 92, 2318, 6, 2071, 24, 2072, 24, 4, 64, 12, 422, 123, 15, 227, 9, 520, 31, 26, 2073, 2071, 126, 58, 184, 26, 2319, 2072, 126, 58, 184, 55, 175, 6, 520, 606, 192, 855, 14, 26, 7, 3, 7, 2073, 24, 7, 6, 2073, 7, 2319, 7, 4, 64, 34, 6, 103, 304, 1858, 2709, 2, 634, 192, 2318, 4, 109]"
source_code_026,3.5-turbo_00,150,99,19,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[839, 519, 279, 9, 51, 189, 180, 905, 13, 1269, 2, 51, 30, 222, 2074, 97, 477, 22, 248, 8, 2320, 8, 51, 1142, 2074, 2710, 8, 1796, 2321, 97, 51, 242, 2, 1796, 376, 540, 2, 587, 51, 1270, 477, 2321, 51, 51, 8, 2322, 985, 242, 2, 587, 51, 20, 26, 2, 1796, 1893, 1089, 2711, 1142, 985, 4, 37, 66, 2, 1796, 2712, 21, 2, 587, 51, 1796, 54, 134, 37, 33, 134, 11, 134, 38, 37, 60, 255, 2322, 51, 11, 51, 24, 5, 38, 640, 2713, 118, 56, 134, 60, 37, 119, 191, 2320]"
source_code_026,3.5-turbo_01,150,108,18,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[30, 222, 97, 477, 872, 22, 248, 8, 1894, 51, 238, 8, 985, 2323, 97, 51, 477, 2323, 51, 51, 4, 238, 985, 8, 2324, 51, 85, 42, 2714, 2325, 4, 37, 51, 37, 8, 2326, 51, 85, 42, 2715, 2325, 4, 37, 51, 37, 8, 76, 8, 47, 2327, 97, 58, 8, 1254, 132, 2327, 132, 203, 47, 2328, 870, 62, 2716, 297, 2717, 23, 1894, 13, 866, 267, 2329, 8, 2330, 872, 2324, 51, 47, 47, 8, 2331, 872, 2326, 51, 47, 47, 4, 37, 17, 310, 40, 47, 47, 473, 1254, 1089, 1129, 870, 1894, 51, 47, 51, 2330, 2331, 1894, 37, 119, 191, 76]"
source_code_026,4-turbo_00,150,149,23,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[30, 222, 872, 97, 981, 22, 248, 161, 487, 134, 8, 134, 222, 592, 1895, 85, 42, 2718, 134, 10, 1895, 11, 175, 608, 134, 28, 1271, 1893, 2719, 4, 37, 1895, 38, 37, 128, 487, 2075, 8, 2075, 8, 593, 1272, 97, 11, 5, 38, 1797, 372, 11, 16, 38, 1797, 385, 8, 173, 2332, 97, 58, 1273, 13, 118, 9, 56, 134, 8, 2333, 981, 1272, 1896, 1896, 11, 1896, 24, 5, 38, 134, 1896, 24, 5, 1273, 13, 242, 173, 8, 2334, 981, 132, 2332, 132, 203, 47, 616, 173, 13, 593, 8, 2335, 872, 85, 42, 2720, 2721, 175, 540, 1897, 2258, 4, 593, 173, 134, 134, 38, 486, 986, 173, 486, 593, 173, 4, 37, 17, 310, 40, 47, 173, 473, 2334, 1135, 173, 593, 60, 255, 2333, 118, 134, 60, 2335, 54, 134, 134, 33, 134, 11, 1895, 134, 37, 119, 191, 2075]"
source_code_026,4-turbo_01,150,143,28,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[30, 222, 872, 97, 981, 22, 248, 9, 917, 487, 62, 1345, 67, 134, 20, 9, 1273, 13, 242, 154, 8, 1898, 222, 592, 134, 2076, 85, 42, 2329, 1898, 134, 11, 4, 37, 134, 38, 60, 255, 2076, 134, 11, 134, 38, 919, 242, 60, 37, 8, 44, 593, 1272, 981, 13, 1094, 2077, 1893, 2336, 21, 1898, 8, 2337, 981, 11, 2338, 1272, 593, 593, 54, 134, 134, 11, 11, 134, 38, 2338, 134, 1272, 4, 37, 593, 54, 134, 1898, 33, 134, 11, 134, 134, 2076, 2337, 37, 83, 487, 2339, 2, 145, 20, 2722, 2723, 8, 76, 8, 593, 1272, 97, 11, 5, 38, 1797, 372, 11, 16, 38, 1797, 385, 11, 12, 38, 1797, 393, 872, 13, 1094, 2077, 2724, 1893, 2336, 8, 2340, 872, 593, 593, 4, 37, 44, 593, 2340, 1272, 1272, 37, 119, 191, 76]"
source_code_026,4_00,150,121,18,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[30, 222, 2341, 2342, 97, 477, 22, 248, 987, 145, 8, 1798, 8, 513, 2342, 1798, 8, 1799, 513, 2078, 18, 13, 164, 156, 2725, 8, 2078, 145, 1143, 1096, 1143, 310, 247, 2726, 2727, 4, 145, 1513, 1143, 2728, 191, 320, 56, 96, 2343, 487, 50, 1799, 13, 914, 987, 145, 18, 2079, 238, 8, 145, 2344, 2341, 2078, 1798, 4, 1799, 47, 145, 2344, 238, 1799, 66, 23, 9, 174, 487, 18, 2345, 8, 987, 222, 2074, 513, 8, 2346, 2347, 97, 477, 8, 51, 2348, 987, 145, 839, 2348, 28, 9, 2729, 18, 1346, 13, 394, 51, 1347, 13, 2, 987, 145, 2347, 51, 987, 4, 37, 2346, 37, 18, 2349, 4, 2079, 2345, 2079, 119, 191, 2349]"
source_code_026,4_01,150,110,23,"[7, 279, 1268, 9, 1500, 870, 50, 67, 591, 1343, 13, 1094, 238, 870, 22, 1501, 6, 2, 1502, 871, 232, 53, 210, 403, 540, 2, 128, 487, 1344, 919, 162, 2, 1503, 62, 28, 1504, 512, 586, 92, 615, 1505, 50, 615, 1506, 20, 972, 23, 545, 439, 907, 1507, 545, 99, 162, 981, 14, 982, 2, 18, 872, 14, 982, 2, 27, 21, 2, 18, 30, 592, 97, 22, 248, 8, 76, 8, 246, 728, 97, 3, 8, 235, 983, 97, 64, 4, 37, 246, 246, 246, 60, 255, 728, 111, 111, 5, 1508, 60, 60, 255, 728, 111, 111, 5, 984, 60, 692, 692, 692, 235, 235, 235, 60, 255, 983, 111, 111, 1338, 60, 37, 119, 191, 76, 8, 246, 592, 246, 85, 42, 1509, 246, 4, 37, 246, 246, 37, 8, 235, 592, 235, 85, 42, 1510, 235, 4, 37, 235, 235, 1511, 1512, 37]","[30, 222, 97, 477, 592, 22, 222, 2343, 2, 487, 50, 222, 592, 13, 1094, 2077, 2080, 8, 1899, 592, 18, 1899, 51, 376, 2080, 6, 51, 1857, 1270, 4, 37, 51, 54, 134, 63, 59, 33, 63, 134, 59, 37, 18, 2350, 8, 51, 1142, 97, 8, 2351, 2352, 97, 2730, 51, 394, 477, 2353, 470, 2354, 1142, 2354, 4, 37, 43, 487, 376, 2731, 540, 2355, 1270, 1899, 51, 51, 2351, 1270, 232, 53, 2732, 1899, 2080, 60, 255, 2352, 427, 521, 333, 210, 907, 145, 60, 37, 197, 18, 2353, 696, 51, 2733, 272, 56, 349, 261, 2734, 261, 2735, 4, 2736, 2737, 2738, 119, 191, 2350]"
source_code_027,3.5-turbo_00,104,68,11,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 514, 617, 13, 228, 1208, 423, 94, 3, 14, 7, 23, 87, 124, 1208, 6, 1208, 7, 3, 1208, 7, 1208, 423, 94, 1208, 423, 94, 1208, 7, 423, 94, 5, 155, 439, 2081, 3, 5, 3, 12, 469, 514, 617, 13, 228, 2081, 160, 2081, 29, 5, 12, 469, 3, 3, 2082, 3, 3, 5, 514, 617, 13, 228, 2082, 160, 2082, 29, 5, 3, 3]"
source_code_027,3.5-turbo_01,104,66,10,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 514, 617, 13, 228, 102, 94, 3, 101, 124, 102, 14, 7, 23, 87, 101, 6, 102, 7, 3, 102, 7, 102, 94, 102, 94, 102, 7, 94, 5, 155, 439, 1520, 3, 5, 3, 12, 469, 514, 617, 13, 228, 1520, 160, 1520, 29, 5, 12, 469, 3, 3, 1521, 3, 3, 5, 514, 617, 13, 228, 1521, 160, 1521, 29, 5, 3, 3]"
source_code_027,4-turbo_00,104,90,17,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 514, 617, 13, 228, 102, 63, 13, 854, 2, 322, 314, 423, 289, 1083, 3, 199, 1350, 13, 164, 103, 314, 423, 321, 14, 71, 23, 102, 6, 71, 3, 102, 1083, 71, 1083, 5, 858, 2, 1791, 21, 2, 31, 50, 617, 14, 7, 23, 87, 1083, 124, 102, 102, 7, 3, 161, 292, 1520, 3, 5, 3, 12, 469, 514, 617, 13, 228, 1520, 160, 1520, 29, 5, 12, 469, 3, 3, 1521, 3, 3, 5, 514, 617, 13, 228, 1521, 160, 1521, 29, 5, 3, 3]"
source_code_027,4-turbo_01,104,89,17,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 514, 617, 13, 228, 102, 447, 67, 63, 13, 950, 631, 21, 2, 1083, 13, 854, 2, 314, 423, 289, 323, 1522, 3, 270, 229, 123, 289, 23, 2, 44, 14, 71, 23, 102, 6, 2, 289, 28, 53, 423, 854, 154, 401, 2, 171, 323, 1083, 20, 514, 2, 323, 1083, 2739, 6, 71, 3, 102, 323, 1522, 71, 323, 1522, 5, 1351, 103, 314, 423, 321, 192, 2740, 858, 2, 663, 2083, 50, 2741, 193, 323, 1522, 124, 102, 102, 323, 1522, 3, 323, 1522, 5]"
source_code_027,4_00,104,125,23,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 2084, 102, 63, 13, 323, 9, 314, 423, 289, 323, 63, 3, 343, 205, 2, 44, 14, 7, 23, 87, 124, 102, 6, 2, 289, 28, 53, 423, 323, 154, 401, 2, 323, 63, 1083, 470, 984, 2, 323, 63, 6, 102, 7, 3, 102, 323, 63, 102, 7, 323, 63, 5, 401, 43, 2742, 103, 314, 423, 321, 279, 779, 1348, 13, 2, 2017, 21, 2, 44, 23, 267, 587, 168, 268, 412, 2295, 821, 13, 858, 23, 2, 1791, 21, 2, 44, 50, 617, 14, 7, 23, 87, 323, 63, 124, 102, 102, 7, 3, 4, 102, 1877, 2, 18, 160, 2084, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 160, 2084, 3, 3, 5, 29, 5, 3, 3]"
source_code_027,4_01,104,132,22,"[105, 11, 1514, 106, 11, 1515, 104, 567, 9, 48, 263, 62, 1345, 9, 44, 21, 538, 20, 1516, 2, 321, 545, 62, 103, 2, 617, 279, 779, 1348, 13, 2, 228, 21, 2, 44, 193, 1349, 2, 1517, 168, 21, 2, 314, 423, 321, 107, 232, 53, 66, 144, 546, 542, 62, 975, 973, 2, 974, 2, 587, 44, 291, 92, 1518, 23, 854, 100, 17, 3, 5, 3, 12, 469, 29, 5, 12, 469, 3, 3, 336, 3, 3, 5, 29, 5, 3, 3, 108, 95, 48, 69, 49, 1519, 32, 12, 32, 87, 12, 39, 282, 3, 72, 39, 282, 3]","[195, 514, 617, 13, 228, 102, 246, 14, 45, 21, 617, 23, 2, 44, 423, 94, 3, 2016, 2, 253, 44, 14, 7, 23, 87, 124, 102, 6, 289, 2085, 28, 314, 423, 470, 265, 2, 289, 401, 63, 2086, 50, 43, 289, 20, 984, 2086, 6, 102, 7, 3, 102, 423, 94, 102, 7, 423, 94, 5, 268, 103, 314, 423, 321, 279, 779, 2743, 13, 2356, 20, 2086, 28, 180, 99, 63, 21, 199, 3, 1491, 103, 663, 321, 99, 3, 193, 423, 94, 124, 102, 102, 423, 94, 3, 423, 94, 5, 4, 102, 1877, 50, 2, 253, 100, 160, 514, 617, 13, 228, 3, 5, 3, 12, 469, 824, 29, 5, 12, 469, 3, 3, 160, 514, 617, 13, 228, 3, 3, 5, 824, 29, 5, 3, 3]"
